"formationid";"formationtitle";"moduleid";"moduleorder";"moduletitle";"moduledescription"
"175";"Formation Microsoft 20339-1 : SharePoint 2016 Administration";"82034";"12";"Configuration de la recherche d'entreprise";"<p>Comprendre l&rsquo;architecture de recherche d&rsquo;entreprise<br />Configurer le service de Recherche<br />Gérer la Recherche d&rsquo;Entreprise</p>"
"175";"Formation Microsoft 20339-1 : SharePoint 2016 Administration";"82027";"13";"Surveillance et maintenance de l'environnement SharePoint 2016";"<p>Configurer la collecte de données relatives à l&rsquo;utilisation et à l&rsquo;état<br />Configurer la journalisation des diagnostics et les règles de l&rsquo;analyseur d&rsquo;intégrité<br />Afficher les rapports de collecte de données relatives à l&rsquo;utilisation et à l&rsquo;état</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137976";"0";"Planification des déploiements Microsoft Exchange Server 2016 2019";"<p>Nouvelles fonctionnalités de Microsoft Exchange Server 2016 2019<br />Collecte des besoins de l&rsquo;entreprise pour un déploiement Exchange Server 2019<br />Planifier un déploiement de Microsoft Exchange Server 2019<br />Concevoir le déploiement de la messagerie unifiée</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137984";"1";"Planification et déploiement de services de boîtes aux lettres Microsoft Exchange Server 2016 2019";"<p>Planifier les besoins en matériel pour Exchange Server<br />Planifier Exchange Server pour la virtualisation et l&rsquo;intégration à Microsoft Azure<br />Planifier et implémenter les dossiers publics</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137974";"2";"Planification et déploiement du transport des messages";"<p>Concevoir le routage des messages<br />Concevoir les services de transport<br />Concevoir le périmètre de routage des messages<br />Concevoir et implémenter la conformité du transport</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137983";"3";"Planification et déploiement de l'accès client";"<p>Planifier pour les clients Microsoft Exchange Server 2016 2019<br />Planifier les accès clients<br />Planifier et implémenter un Office Online Server<br />Planifier et implémenter l&rsquo;intégration de SharePoint et Exchange 2016 2019<br />Concevoir les accès au client externes</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137982";"4";"Conception et implémentation de haute disponibilité";"<p>Planifier une solution de haute disponibilité pour Microsoft Exchange Serveur 2016 019<br />Planifier l&rsquo;équilibrage de la charge<br />Planifier la résilience de site</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137981";"5";"Maintenance de Microsoft Exchange Serveur 2016 2019";"<p>Améliorer la haute disponibilité à l&rsquo;aide de la disponibilité gérée<br />Implémenter DSC</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137980";"6";"Conception d'une messagerie sécurisée";"<p>Planifier la sécurité de la messagerie<br />Concevoir et implémenter une intégration AD RMS et Azure RMS</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137979";"7";"Conception et implémentation de rétention de message";"<p>Vue d&rsquo;ensemble de la gestion des enregistrements de messagerie et de l&rsquo;archivage<br />Concevoir l&rsquo;archivage sur place<br />Concevoir et implémenter la rétention de messages</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137978";"8";"Conception de conformité de messagerie";"<p>Concevoir et implémenter la prévention de perte de données<br />Concevoir et implémenter la conservation inaltérable<br />Concevoir et implémenter la découverte électronique</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137977";"9";"Conception et implémentation de coexistence de la messagerie";"<p>Concevoir et implémenter la fédération<br />Concevoir une coexistence entre des organisations Exchange<br />Concevoir et implémenter des déplacements de boîtes aux lettres inter-forêts</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137975";"10";"Mise à niveau vers Microsoft Exchange Server 2016 2019";"<p>Planifier une mise à niveau des versions précédentes d&rsquo;Exchange Server<br />Implémenter une mise à niveau des versions précédentes d&rsquo;Exchange Server</p>"
"176";"Formation Microsoft 20345-2 – Concevoir et déployer un environnement Exchange Server 2019";"137985";"11";"Planification un déploiement hybride de Microsoft Exchange Server";"<p>Notions de base d&rsquo;un déploiement hybride<br />Planifier et implémenter un déploiement hybride<br />Implémenter des fonctionnalités avancées pour les déploiements hybrides</p>"
"177";"Formation HTML/PHP pour le développement d’applications web";"131343";"0";"Introduction";"Introduction au PHP<div>Description du langage</div><div>Pourquoi utiliser le PHP</div><div>Acquisition approfondie des protocoles, normes et technologies liées au web</div>"
"177";"Formation HTML/PHP pour le développement d’applications web";"131341";"1";"Structure hiérarchique et balisage html";"Comment se structure une page internet, html ?<br>Rappel des balises html de base"
"177";"Formation HTML/PHP pour le développement d’applications web";"131340";"2";"Pages statiques versus pages dynamiques";"Différences entre les pages, comment choisir les plus efficaces ?"
"177";"Formation HTML/PHP pour le développement d’applications web";"131339";"3";"Compréhension des volets client-side/server-side";"Introduction aux différentes exécutions des fonctions des pages HTML"
"177";"Formation HTML/PHP pour le développement d’applications web";"131338";"4";"Bases PHP";"<p>Acquisition du langage PHP et de ses utilisations courantes<br>Méthode d’intégration de scripts PHP dans le code HTML<br>Notion de variables : nom, type, valeur, initialisation, affectation<br>Opérations sur les variables<br>Tests et conditions logiques<br>Conception de classes, héritage, et utilisations d’objets<br>Sensibilisation aux problématiques de sécurité web<br>Développement sur base de données<br></p>"
"177";"Formation HTML/PHP pour le développement d’applications web";"131342";"5";"PHP et la programmation orientée objet";"<p>La programmation orientée objet<br />Conception de classes, héritage, et utilisations d’objets</p>"
"177";"Formation HTML/PHP pour le développement d’applications web";"131337";"6";"Organiser son projet PHP";"Introduction au MVC<div>Introduction au design pattern</div>"
"178";"Formation HTML/CSS Développement d’applications web";"131113";"0";"Les bases du HTML";"<p>Les balises et leurs attributs<br />Les navigateurs, les règles importantes à respecter</p>"
"178";"Formation HTML/CSS Développement d’applications web";"131114";"1";"Créer une page HTML";"<p>Identifier une page, définir un en-tête, un titre<br />Insérer des commentaires, spécifier la langue<br />Insérer des caractères spéciaux<br />Définir la police, la taille, les caractères gras, italique<br />Choisir les couleurs de police et d&rsquo;arrière-plan<br />Définir un paragraphe, l&rsquo;aligner, créer un retrait<br />Listes à puces et numérotées, blocs de citation</p>"
"178";"Formation HTML/CSS Développement d’applications web";"131115";"2";"Insérer des images et des medias dans une page";"<p>Les formats d&rsquo;images du Web : GIF, JPEG, PNG<br />Redimensionnement, taille, positionnement, texte alternatif<br />Intégrer une image d&rsquo;arrière-plan<br />Insérer un son, une vidéo, une animation flash</p>"
"178";"Formation HTML/CSS Développement d’applications web";"131116";"3";"Mettre en page avec les tableaux";"<p>Créer un tableau, spécifier les propriétés d&rsquo;un tableau : bordure, centrage, couleur de fond<br />Définir les propriétés des cellules : couleur, alignement du texte</p>"
"179";"Préparation à la certification Microsoft 70-483 Programmer en C#";"82071";"0";"Test d’entraînement";"<p>Tests d’entraînement Un formateur certifié accompagne les participants et leur délivre des retours d’expérience sur le passage de la certification. Un examen blanc permet aux candidats de se familiariser avec ce type d’examen. 1 practice test peut être commandé à l’issue de la formation : cet outil accessible en ligne 24h sur 24 et 7j sur 7 permettra aux participants de s’exercer aux examens avant de planifier leurs passages, et ainsi de parachever leur préparation.</p>"
"179";"Préparation à la certification Microsoft 70-483 Programmer en C#";"82070";"1";"Préparation au test";"<p>Débogage d’applications et mise en oeuvre de la sécurité : validation des entrées de l’application, réalisation d’un chiffrement symétrique et asymétrique, gestion des assemblies, débogage d’une application, mise en oeuvre du diagnostic dans une application<br />Mise en œuvre de l’accès aux données : exécution des opérations d’E/S, utilisation des données, interrogation et manipulation des données et des objets à l’aide de LINQ, sérialisation et désérialisation des données, stockage des données dans les collections et extraction des données depuis des collections</p>"
"179";"Préparation à la certification Microsoft 70-483 Programmer en C#";"82069";"2";"Introduction";"<p>Règles d&rsquo;examen Microsoft<br />Consignes pour le passage<br />Comment réviser<br />Ressources de préparation</p>"
"179";"Préparation à la certification Microsoft 70-483 Programmer en C#";"82068";"3";"Validation";"<p>Un coupon de test est remis aux participants qui peuvent à leur convenance planifier le passage de l&rsquo;examen « 70-483 Programming in C# » dans notre centre Pearson Vue.</p><p>Cette offre comprend également une offre seconde chance ; les stagiaires ont la possibilité, en cas d&rsquo;échec, de repasser gratuitement cette certification, dans un délai de 30 jours</p>"
"179";"Préparation à la certification Microsoft 70-483 Programmer en C#";"82067";"4";"Préparation au test";"<p>Gestion du flux de programme : mise en oeuvre du multithreading et du traitement asynchrone, gestion du multithreading, mise en oeuvre du flux de programme, création et mise en oeuvre des événements et des rappels, mise en oeuvre de la gestion des exceptions<br />Création et utilisation des types : création de types, consommation de types, application de l’encapsulation, création et mise en œuvre d’une hiérarchie de classe, recherche, exécution et création de types dynamiquement à l’aide de la réflexion, gestion du cycle de vie d’un objet, manipulation de chaînes</p>"
"180";"Formation Programmer en C# 12 avec Visual Studio 2022";"129564";"0";"Introduction à la plateforme de développement .NET Core";"Qu’entend-on par plateforme (framework) .NET ?<div>Pourquoi parle-t-on parfois indifféremment de C# ou VB .NET ?</div><div>La place de C# dans l’architecture globale de .NET</div><div>Présentation de Visual Studio</div><div>Solutions et projets : quelles sont les propriétés ?</div>"
"180";"Formation Programmer en C# 12 avec Visual Studio 2022";"129565";"1";"Les bases de C#";"<p>La syntaxe générale de C#<br>Les variables et méthodes<br>Les boucles et instructions conditionnelles<br>Les listes, tableaux et énumérations</p><p><br></p>"
"180";"Formation Programmer en C# 12 avec Visual Studio 2022";"129566";"2";"La conception objet";"<p>Qu’est-ce qui caractérise un programme « objet » ?<br>Vocabulaire et concepts de base (classes, instances)<br>Encapsulation des propriétés et des méthodes de cet objet<br>Le cycle de vie d’un objet (constructeur, destructeur)</p>"
